2.3242549661,2.272491127,2.3260444867,2.3439770909,2.6988030275,2.4896092831,1.5370201457,1.5370201457,1.5370201457,1.5370201457,1.5370201457,1.5370201457,2.1821797429,2.2782425245,2.2442463047,2.1908667259,2.178729661,2.228045563,1.1273141279,1.461963784,0.789556912,1.0164530542,0.94608026572,0.92791171362,2.5462113983,2.6041206858,2.6021934063,2.5967442396,2.516874141,2.5850107339,2.5875548704,2.5835847029,2.5876035586,2.5776401791,2.587715999,2.5875258593,3.0311499832,2.9865670497,3.0158024625,2.9567798072,2.9139374177,3.7100962675,2.0493417116,2.4224925269,1.101563541,2.4020706261,1.9256728395,2.5018672061,2.9388016359,3.2062239679,3.2125188537,3.2203511593,3.206177021,3.2134731086,2.0492110432,2.1976561196,1.2249294611,1.8188295843,1.9724855266,1.7678501506,2.7833020635,2.7812763339,2.8184447104,2.8190755228,2.7872476621,2.8333474022,3.1737114736,3.0736218244,3.0230726039,3.107863898,3.0869539488,3.0140913499,3.2052371684,3.204574474,3.2026846746,3.2061402796,3.2067672657,3.2061241522,2.2057777614,2.51865656,2.1854330653,2.2104041104,2.488486859,2.5284091826,2.8981052693,2.7725078213,2.7552117602,2.7582776858,2.6794055158,2.7404707908,3.7361715824,3.7264350823,3.7263527871,3.7262100482,3.7259884366,3.7255246504,4.6841464189,4.7417273852,4.7955022873,4.7608435632,4.8062812422,5.6180689003,5.6180665656,5.6180677461,5.6180682216,5.5984262696,5.6180654045,3.5662307081,3.5068834754,3.5359415859,3.4299076409,4.3445528264,3.1337735836,3.1365062587,3.1301580997,3.1305177168,3.1361507773,3.1360203143,6.2051489445,6.0282914415,6.8519623393,6.0669398037,6.20805048,5.9964289865,6.2255644263,6.1924958707,6.186679974,6.1863008582,6.132671168,6.5972605082,6.6179748294,6.5795016721,6.5017372632,6.5452847607,6.618227026,6.5281898255,6.5304473907,6.5314350183,6.5320700237,6.5326072003,6.5317710201,5.4613206212,5.4476204442,5.5010323555,5.4653374931,5.4651721437,5.3988557796,5.5849486097,5.5693013343,5.5609813917,5.5891816397,5.5849453156,5.5975922911,4.9323389007,4.8188042936,4.7879956161,4.8574616021,4.794162325,4.7872831266,5.4768323291,5.4910020502,5.5221530348,5.5102179944,5.510172129,6.6574775896,6.6517244464,6.6825932597,6.6594283684,6.6593852948,6.82946097,6.7113747728,6.6237043172,6.4479541154,14.658305763,6.7121792701,6.9289623712,6.8477658928,6.8155264451,6.9952473213,6.9673173372,7.00227311,5.6508980815,5.6508979456,5.6508976557,5.6508976744,5.6508977073,5.6508978332,6.3774686823,6.466036653,6.4181539731,7.8502229796,7.4727304257,10.668563128,6.6129203835,6.5320811974,7.9222967346,8.3785284999,6.5950720437,5.802841601,7.5637605391,5.693242663,6.7595114958,5.7043728259
2.0098731444,1.9755772221,1.9877640306,1.6160002087,1.8047581796,1.7896939176,1.6650015883,1.6650015883,1.6650015883,1.6650015883,1.6650015883,1.6650015883,2.5560978518,2.639620813,2.6074857376,2.6175360309,2.5570012454,2.6135382136,1.8253431985,1.994095627,1.6365141424,1.750017281,1.7125835364,1.7334063611,2.4798136462,2.492597194,2.508602372,2.5108873724,2.5315394425,2.5238399788,2.1731314842,2.1688577714,2.1731617986,2.1614236344,2.1732370065,2.1731132556,1.9494271431,2.0532915979,2.0117958802,1.9846470712,2.095457875,2.4752995427,2.6259445443,2.9475653186,2.4314031221,2.8693777893,2.517695568,2.9560078766,2.0994526135,2.0516435262,2.0298330601,2.0149642861,2.0522640739,2.0284398308,4.1839012971,4.2702329618,3.7218628438,4.0481890323,4.1385234025,4.2328051084,3.9323115196,3.9341586294,3.9557815752,3.9564517534,3.9365521718,3.9706779804,3.3170871548,3.2305565281,3.1790340462,3.2701087797,3.2474546751,3.2141007013,4.3112015565,4.3095949776,4.3090208827,4.3127299171,4.3132631771,4.3122426633,5.1992728288,5.1735096167,5.2069738874,5.1977035294,5.1497716485,5.1743991309,5.3325390454,5.2536339899,5.2409403627,5.2432530382,5.1733704576,5.213153988,3.9291613255,3.9426684706,3.9427791872,3.942998195,3.9433142265,3.9439982071,4.9677324805,5.0024073627,5.0387542051,5.0255127503,5.0481583044,4.3906890002,4.3906996003,4.3906936291,4.3906944202,4.3259932416,4.3907071865,4.5415941739,4.5972079337,4.653411824,4.6536777212,3.9023068418,4.845278769,4.8515588325,4.8493072109,4.8499676523,4.8502393629,4.8519651813,7.0518399369,6.9258681333,6.7496915182,6.9524516787,7.0537570766,6.9043273482,6.3543295446,6.3290261673,6.3054555778,6.3243545181,6.297180831,6.6284364971,6.6378666436,6.6062573635,6.5658133267,6.5965161844,6.637699767,8.2616000543,8.2660932766,8.2674831268,8.2698740097,8.2708101118,8.2691627906,8.3392619595,8.3271115407,8.3716216087,8.352842214,8.3519060009,8.2953416246,6.7760614793,6.7648999547,6.7570303856,6.7793975293,6.776347448,6.784769941,7.0306018595,6.9398258669,6.9146607275,6.9638120638,6.9195259032,6.9141036003,8.8934014504,8.9017092981,8.9611660371,8.930740403,8.9308249684,7.742599408,7.7387105567,7.7699441472,7.7456972883,7.7450596136,6.6944942105,6.6122179189,6.5490573342,6.4224529708,10.03791297,6.6121790243,7.6673378479,7.6134020644,7.5932213323,7.7116009109,7.6925613789,7.7162379442,7.3536944554,7.3536944056,7.3536942998,7.3536943066,7.3536943186,7.3536940792,6.2851389448,6.1029008959,6.0468450957,6.8863958261,6.8560765383,6.1742454159,4.464077303,4.4724586176,5.3681052676,5.9420129983,4.4452882781,5.1852341993,6.2201675201,5.2241887517,5.6827396835,4.9936979854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
